market1,market2,correlation
Chandrapur(Ganjwad),Chikkamagalore,0.833
Chandrapur(Ganjwad),Chintamani,0.768
Chandrapur(Ganjwad),Chirgaon,0.878
Chandrapur(Ganjwad),Chittorgarh,0.787
Chandrapur(Ganjwad),Chitwadagaon,0.908
Chandrapur(Ganjwad),Chorichora,0.874
Chandrapur(Ganjwad),Churu,0.846
Chandrapur(Ganjwad),Chutmalpur,0.624
Chandrapur(Ganjwad),Dabwali,0.809
Chandrapur(Ganjwad),Dahod(Veg. Market),0.825
Chandrapur(Ganjwad),Damnagar,0.847
Chandrapur(Ganjwad),Dasuya,0.74
Chandrapur(Ganjwad),Davangere,0.811
Chandrapur(Ganjwad),Deori,0.763
Chandrapur(Ganjwad),Devariya,0.881
Chandrapur(Ganjwad),Dewas(F&V),0.891
Chandrapur(Ganjwad),Dhamnod,0.857
Chandrapur(Ganjwad),Dhanaura,0.51
Chandrapur(Ganjwad),Dhand,0.833
Chandrapur(Ganjwad),Dhanotu (Mandi),0.636
Chandrapur(Ganjwad),Dhupguri,0.871
Chandrapur(Ganjwad),Dinanagar,0.753
Chandrapur(Ganjwad),Divai,0.523
Chandrapur(Ganjwad),Doddaballa Pur,0.856
Chandrapur(Ganjwad),Doraha,0.878
Chandrapur(Ganjwad),Dudhansadhan,0.853
Chandrapur(Ganjwad),Dudhi,0.668
Chandrapur(Ganjwad),Durg,0.844
Chandrapur(Ganjwad),Durgapur,0.833
Chandrapur(Ganjwad),Etah,0.906
Chandrapur(Ganjwad),Etawah,0.925
Chandrapur(Ganjwad),Ettumanoor,0.842
Chandrapur(Ganjwad),Falakata,0.883
Chandrapur(Ganjwad),Farukh Nagar,0.878
Chandrapur(Ganjwad),Fatehabad,0.541
Chandrapur(Ganjwad),Fatehpur,0.899
Chandrapur(Ganjwad),Fatehpur Sikri,0.886
Chandrapur(Ganjwad),FerozpurZirkha(Nagina),0.894
Chandrapur(Ganjwad),Firozabad,0.888
Chandrapur(Ganjwad),Gadaura,0.785
Chandrapur(Ganjwad),Ganaur,0.811
Chandrapur(Ganjwad),Gangoh,0.572
Chandrapur(Ganjwad),Garh Shankar(Mahalpur),0.627
Chandrapur(Ganjwad),Gazipur,0.874
Chandrapur(Ganjwad),Gharaunda,0.849
Chandrapur(Ganjwad),Ghaziabad,0.884
Chandrapur(Ganjwad),Ghiraur,0.909
Chandrapur(Ganjwad),Gohana,0.907
Chandrapur(Ganjwad),Golagokarnath,0.905
Chandrapur(Ganjwad),Goluwala,0.772
Chandrapur(Ganjwad),Gonda,0.9
Chandrapur(Ganjwad),Gopa,0.748
Chandrapur(Ganjwad),Gorakhpur,0.915
Chandrapur(Ganjwad),Gowribidanoor,0.711
Chandrapur(Ganjwad),Gudimalkapur,0.861
Chandrapur(Ganjwad),Gurgaon,0.878
Chandrapur(Ganjwad),Gurusarai,0.866
Chandrapur(Ganjwad),Haatpipliya,0.9
Chandrapur(Ganjwad),Habra,0.859
Chandrapur(Ganjwad),Hamirpur,0.857
Chandrapur(Ganjwad),Hamirpur(Nadaun),0.838
Chandrapur(Ganjwad),Hanumangarh Town,0.858
Chandrapur(Ganjwad),Hanumangarh(Urlivas),0.757
Chandrapur(Ganjwad),Hapur,0.889
Chandrapur(Ganjwad),Harda(F&V),0.844
Chandrapur(Ganjwad),Hardoi,0.896
Chandrapur(Ganjwad),Hindol,0.873
Chandrapur(Ganjwad),Hinjilicut,0.867
Chandrapur(Ganjwad),Hoshangabad,0.548
Chandrapur(Ganjwad),Indore(F&V),0.831
Chandrapur(Ganjwad),Jabalpur(F&V),0.872
Chandrapur(Ganjwad),Jafarganj,0.947
Chandrapur(Ganjwad),Jagadhri,0.777
Chandrapur(Ganjwad),Jagnair,0.874
Chandrapur(Ganjwad),Jahangirabad,0.859
Chandrapur(Ganjwad),Jaipur (F&V),0.788
Chandrapur(Ganjwad),Jakhal,0.804
Chandrapur(Ganjwad),Jalalabad,0.728
Chandrapur(Ganjwad),Jalandhar City(Jalandhar),0.692
Chandrapur(Ganjwad),Jalgaon,0.577
Chandrapur(Ganjwad),Jalore,0.925
Chandrapur(Ganjwad),Jalpaiguri Sadar,0.846
Chandrapur(Ganjwad),Jasra,0.847
Chandrapur(Ganjwad),Jasvantnagar,0.912
Chandrapur(Ganjwad),Jaunpur,0.695
Chandrapur(Ganjwad),Jind,0.875
Chandrapur(Ganjwad),Jodhpur(F&V)(Paota),0.839
Chandrapur(Ganjwad),Junnar(Narayangaon),0.857
Chandrapur(Ganjwad),K.R. Pet,0.62
Chandrapur(Ganjwad),Kalipur,0.902
Chandrapur(Ganjwad),Kalmeshwar,0.827
Chandrapur(Ganjwad),Kalwakurthy,0.871
Chandrapur(Ganjwad),Kamakhyanagar,0.893
Chandrapur(Ganjwad),Kamthi,0.845
Chandrapur(Ganjwad),Kangra,0.663
Chandrapur(Ganjwad),Kangra(Baijnath),0.83
Chandrapur(Ganjwad),Kangra(Jaisinghpur),0.665
Chandrapur(Ganjwad),Kota (F&V),0.6
Chandrapur(Ganjwad),Nagpur,0.633
Chandrapur(Ganjwad),Neyyatinkara,0.503
Chandrapur(Ganjwad),Thrippunithura,0.554
Chandrapur(Ganjwad),kalanwali,0.654
Chandvad,Channapatana,0.635
Chandvad,Charra,0.794
Chandvad,Chathanoor,0.752
Chandvad,Chatta Krushak Bazar,0.781
Chandvad,Chengannur,0.597
Chandvad,Chhachrauli,0.563
Chandvad,Chhindwara(F&V),0.749
Chandvad,Chickkaballapura,0.641
Chandvad,Chikkamagalore,0.708
Chandvad,Chintamani,0.618
Chandvad,Chirgaon,0.777
Chandvad,Chittorgarh,0.775
Chandvad,Chitwadagaon,0.83
Chandvad,Chorichora,0.938
Chandvad,Churu,0.931
Chandvad,Chutmalpur,0.693
Chandvad,Dabwali,0.772
Chandvad,Dahod(Veg. Market),0.831
Chandvad,Damnagar,0.719
Chandvad,Dasuya,0.661
Chandvad,Davangere,0.614
Chandvad,Deori,0.767
Chandvad,Devariya,0.828
Chandvad,Dewas(F&V),0.833
Chandvad,Dhamnod,0.796
Chandvad,Dhand,0.771
Chandvad,Dhanotu (Mandi),0.653
Chandvad,Dhupguri,0.764
Chandvad,Dinanagar,0.788
Chandvad,Divai,0.664
Chandvad,Doddaballa Pur,0.767
Chandvad,Doraha,0.795
Chandvad,Dudhansadhan,0.862
Chandvad,Dudhi,0.677
Chandvad,Durg,0.7
Chandvad,Durgapur,0.76
Chandvad,Etah,0.819
Chandvad,Etawah,0.897
Chandvad,Ettumanoor,0.726
Chandvad,Falakata,0.817
Chandvad,Farukh Nagar,0.814
Chandvad,Fatehabad,0.561
Chandvad,Fatehpur,0.824
Chandvad,Fatehpur Sikri,0.804
Chandvad,FerozpurZirkha(Nagina),0.844
Chandvad,Firozabad,0.809
Chandvad,Gadaura,0.821
Chandvad,Ganaur,0.753
Chandvad,Gangoh,0.505
Chandvad,Garh Shankar,0.559
Chandvad,Garh Shankar(Mahalpur),0.757
Chandvad,Gazipur,0.836
Chandvad,Gharaunda,0.811
Chandvad,Ghaziabad,0.812
Chandvad,Ghiraur,0.842
Chandvad,Gohana,0.884
Chandvad,Golagokarnath,0.854
Chandvad,Goluwala,0.725
Chandvad,Gonda,0.848
Chandvad,Gopa,0.906
Chandvad,Gorakhpur,0.876
Chandvad,Gowribidanoor,0.7
Chandvad,Gudimalkapur,0.744
Chandvad,Gurgaon,0.736
Chandvad,Gurusarai,0.749
Chandvad,Haatpipliya,0.833
Chandvad,Habra,0.805
Chandvad,Hamirpur,0.779
Chandvad,Hamirpur(Nadaun),0.929
Chandvad,Hanumangarh Town,0.832
Chandvad,Hanumangarh(Urlivas),0.779
Chandvad,Hapur,0.902
Chandvad,Harda(F&V),0.94
Chandvad,Hardoi,0.828
Chandvad,Hindol,0.819
Chandvad,Hinjilicut,0.761
Chandvad,Hoshangabad,0.66
Chandvad,Indore(F&V),0.699
Chandvad,Jabalpur(F&V),0.813
Chandvad,Jafarganj,0.894
Chandvad,Jagadhri,0.693
Chandvad,Jagnair,0.795
Chandvad,Jahangirabad,0.823
Chandvad,Jaipur (F&V),0.705
Chandvad,Jakhal,0.826
Chandvad,Jalalabad,0.699
Chandvad,Jalandhar City(Jalandhar),0.749
Chandvad,Jalgaon,0.621
Chandvad,Jalore,0.853
Chandvad,Jalpaiguri Sadar,0.854
Chandvad,Jalukie,0.621
Chandvad,Jasra,0.792
Chandvad,Jasvantnagar,0.904
Chandvad,Jaunpur,0.657
Chandvad,Jind,0.828
Chandvad,Jodhpur(F&V)(Paota),0.905
Chandvad,Junnar(Narayangaon),0.747
Chandvad,K.R. Pet,0.667
Chandvad,Kalipur,0.813
Chandvad,Kalmeshwar,0.886
Chandvad,Kalwakurthy,0.774
Chandvad,Kamakhyanagar,0.786
Chandvad,Kamthi,0.69
Chandvad,Kangra,0.533
Chandvad,Kangra(Baijnath),0.842
Chandvad,Kangra(Jaisinghpur),0.652
Chandvad,kalanwali,0.658
Channapatana,Charra,0.782
Channapatana,Chathanoor,0.923
Channapatana,Chatta Krushak Bazar,0.685
Channapatana,Chengannur,0.877
Channapatana,Chhachrauli,0.597
Channapatana,Chhindwara(F&V),0.872
Channapatana,Chickkaballapura,0.96
Channapatana,Chikkamagalore,0.906
Channapatana,Chintamani,0.926
Channapatana,Chirgaon,0.886
Channapatana,Chittorgarh,0.702
Channapatana,Chitwadagaon,0.828
Channapatana,Chorichora,0.649
Channapatana,Churu,0.624
Channapatana,Dabwali,0.752
Channapatana,Dahod(Veg. Market),0.726
Channapatana,Damnagar,0.896
Channapatana,Dasuya,0.725
Channapatana,Davangere,0.96
Channapatana,Deori,0.53
Channapatana,Devariya,0.791
Channapatana,Dewas(F&V),0.747
Channapatana,Dhamnod,0.79
Channapatana,Dhand,0.677
Channapatana,Dhupguri,0.822
Channapatana,Dinanagar,0.508
Channapatana,Doddaballa Pur,0.856
Channapatana,Doraha,0.783
Channapatana,Dudhansadhan,0.654
Channapatana,Durg,0.911
Channapatana,Durgapur,0.783
Channapatana,Etah,0.839
Channapatana,Etawah,0.751
Channapatana,Ettumanoor,0.926
Channapatana,Falakata,0.808
Channapatana,Farukh Nagar,0.792
Channapatana,Fatehpur,0.808
Channapatana,Fatehpur Sikri,0.811
Channapatana,FerozpurZirkha(Nagina),0.767
Channapatana,Firozabad,0.789
Channapatana,Gadaura,0.556
Channapatana,Ganaur,0.773
Channapatana,Gazipur,0.73
Channapatana,Gharaunda,0.77
Channapatana,Ghaziabad,0.791
Channapatana,Ghiraur,0.781
Channapatana,Gohana,0.688
Channapatana,Golagokarnath,0.785
Channapatana,Goluwala,0.673
Channapatana,Gonda,0.779
Channapatana,Gorakhpur,0.809
Channapatana,Gowribidanoor,0.679
Channapatana,Gudimalkapur,0.906
Channapatana,Gurgaon,0.886
Channapatana,Gurusarai,0.868
Channapatana,Haatpipliya,0.759
Channapatana,Habra,0.778
Channapatana,Hamirpur,0.792
Channapatana,Hamirpur(Nadaun),0.596
Channapatana,Hanumangarh Town,0.679
Channapatana,Hanumangarh(Urlivas),0.529
Channapatana,Hapur,0.664
Channapatana,Harda(F&V),0.646
Channapatana,Hardoi,0.741
Channapatana,Hindol,0.825
Channapatana,Hinjilicut,0.874
Channapatana,Indore(F&V),0.902
Channapatana,Jabalpur(F&V),0.763
Channapatana,Jafarganj,0.72
Channapatana,Jagadhri,0.791
Channapatana,Jagnair,0.802
Channapatana,Jahangirabad,0.726
Channapatana,Jaipur (F&V),0.746
Channapatana,Jakhal,0.593
Channapatana,Jalalabad,0.535
Channapatana,Jalore,0.754
Channapatana,Jalpaiguri Sadar,0.695
Channapatana,Jasra,0.751
Channapatana,Jasvantnagar,0.702
Channapatana,Jaunpur,0.545
Channapatana,Jind,0.631
Channapatana,Jodhpur(F&V)(Paota),0.61
Channapatana,Junnar(Narayangaon),0.876
Channapatana,Kalipur,0.814
Channapatana,Kalmeshwar,0.638
Channapatana,Kalwakurthy,0.886
Channapatana,Kamakhyanagar,0.876
Channapatana,Kamthi,0.949
Channapatana,Kangra,0.763
Channapatana,Kangra(Baijnath),0.546
Channapatana,Kangra(Jaisinghpur),0.51
Channapatana,Kipheri,0.521
Channapatana,Kota (F&V),0.743
Channapatana,Madlauda,0.605
Channapatana,Nagpur,0.767
Channapatana,Neyyatinkara,0.509
Channapatana,Nuh,0.694
Channapatana,Petlawad,0.549
Channapatana,Thrippunithura,0.806
Charra,Chathanoor,0.903
Charra,Chatta Krushak Bazar,0.921
Charra,Chengannur,0.682
Charra,Chhachrauli,0.71
Charra,Chhindwara(F&V),0.871
Charra,Chickkaballapura,0.813
Charra,Chikkamagalore,0.878
Charra,Chintamani,0.766
Charra,Chirgaon,0.933
Charra,Chittorgarh,0.809
Charra,Chitwadagaon,0.968
Charra,Chorichora,0.852
Charra,Churu,0.835
Charra,Chutmalpur,0.743
Charra,Dabwali,0.921
Charra,Dahod(Veg. Market),0.865
Charra,Damnagar,0.871
Charra,Dasuya,0.823
Charra,Davangere,0.785
Charra,Deori,0.819
Charra,Devariya,0.94
Charra,Dewas(F&V),0.868
Charra,Dhamnod,0.773
Charra,Dhanaura,0.539
Charra,Dhand,0.864
Charra,Dhanotu (Mandi),0.505
Charra,Dhupguri,0.871
Charra,Dinanagar,0.85
Charra,Divai,0.524
Charra,Doddaballa Pur,0.92
Charra,Doraha,0.958
Charra,Dudhansadhan,0.914
Charra,Dudhi,0.717
Charra,Durg,0.906
Charra,Durgapur,0.928
Charra,Etah,0.968
Charra,Etawah,0.924
Charra,Ettumanoor,0.87
Charra,Falakata,0.93
Charra,Farukh Nagar,0.925
Charra,Fatehpur,0.967
Charra,Fatehpur Sikri,0.981
Charra,FerozpurZirkha(Nagina),0.95
Charra,Firozabad,0.957
Charra,Gadaura,0.842
Charra,Ganaur,0.929
Charra,Gangoh,0.642
Charra,Garh Shankar,0.536
Charra,Garh Shankar(Mahalpur),0.673
Charra,Gazipur,0.956
Charra,Gharaunda,0.923
Charra,Ghaziabad,0.969
Charra,Ghiraur,0.961
Charra,Gohana,0.867
Charra,Golagokarnath,0.977
Charra,Goluwala,0.74
Charra,Gonda,0.954
Charra,Gopa,0.705
Charra,Gorakhpur,0.931
Charra,Gowribidanoor,0.702
Charra,Gudimalkapur,0.91
Charra,Gurgaon,0.919
Charra,Gurusarai,0.929
Charra,Haatpipliya,0.927
Charra,Habra,0.942
Charra,Hamirpur,0.959
Charra,Hamirpur(Nadaun),0.838
Charra,Hanumangarh Town,0.884
Charra,Hanumangarh(Urlivas),0.789
Charra,Hapur,0.879
Charra,Harda(F&V),0.811
Charra,Hardoi,0.928
Charra,Hindol,0.88
Charra,Hinjilicut,0.888
Charra,Hoshangabad,0.629
Charra,Indore(F&V),0.862
Charra,Jabalpur(F&V),0.83
Charra,Jafarganj,0.91
Charra,Jagadhri,0.835
Charra,Jagnair,0.904
Charra,Jahangirabad,0.981
Charra,Jaipur (F&V),0.893
Charra,Jakhal,0.846
Charra,Jalalabad,0.855
Charra,Jalandhar City(Jalandhar),0.74
Charra,Jalgaon,0.589
Charra,Jalore,0.925
Charra,Jalpaiguri Sadar,0.811
Charra,Jasra,0.943
Charra,Jasvantnagar,0.92
Charra,Jaunpur,0.807
Charra,Jind,0.887
Charra,Jodhpur(F&V)(Paota),0.779
Charra,Junnar(Narayangaon),0.914
Charra,K.R. Pet,0.702
Charra,Kalipur,0.953
Charra,Kalmeshwar,0.822
Charra,Kalwakurthy,0.911
Charra,Kamakhyanagar,0.873
Charra,Kamthi,0.816
Charra,Kangra,0.61
Charra,Kangra(Baijnath),0.851
Charra,Kangra(Jaisinghpur),0.718
Charra,Kota (F&V),0.592
Charra,Kottayam,0.507
Charra,Madlauda,0.595
Charra,Mysore (Bandipalya),0.52
Charra,Nagpur,0.677
Charra,Neyyatinkara,0.566
Charra,Nuh,0.516
Charra,Petlawad,0.538
Charra,Sonepat,0.529
Charra,Thrippunithura,0.514
Charra,kalanwali,0.72
Chathanoor,Chatta Krushak Bazar,0.836
Chathanoor,Chengannur,0.78
Chathanoor,Chhachrauli,0.632
Chathanoor,Chhindwara(F&V),0.943
Chathanoor,Chickkaballapura,0.949
Chathanoor,Chikkamagalore,0.933
Chathanoor,Chintamani,0.896
Chathanoor,Chirgaon,0.967
Chathanoor,Chittorgarh,0.797
Chathanoor,Chitwadagaon,0.924
Chathanoor,Chorichora,0.777
Chathanoor,Churu,0.752
Chathanoor,Chutmalpur,0.53
Chathanoor,Dabwali,0.868
Chathanoor,Dahod(Veg. Market),0.871
Chathanoor,Damnagar,0.959
Chathanoor,Dasuya,0.783
Chathanoor,Davangere,0.934
Chathanoor,Deori,0.662
Chathanoor,Devariya,0.898
Chathanoor,Dewas(F&V),0.848
Chathanoor,Dhamnod,0.848
Chathanoor,Dhand,0.8
Chathanoor,Dhupguri,0.888
Chathanoor,Dinanagar,0.69
Chathanoor,Doddaballa Pur,0.939
Chathanoor,Doraha,0.874
Chathanoor,Dudhansadhan,0.781
Chathanoor,Dudhi,0.55
Chathanoor,Durg,0.965
Chathanoor,Durgapur,0.89
Chathanoor,Etah,0.941
Chathanoor,Etawah,0.863
Chathanoor,Ettumanoor,0.984
Chathanoor,Falakata,0.921
Chathanoor,Farukh Nagar,0.904
Chathanoor,Fatehpur,0.914
Chathanoor,Fatehpur Sikri,0.922
Chathanoor,FerozpurZirkha(Nagina),0.873
Chathanoor,Firozabad,0.909
Chathanoor,Gadaura,0.691
Chathanoor,Ganaur,0.882
Chathanoor,Gangoh,0.516
Chathanoor,Gazipur,0.852
Chathanoor,Gharaunda,0.856
Chathanoor,Ghaziabad,0.897
Chathanoor,Ghiraur,0.889
Chathanoor,Gohana,0.792
Chathanoor,Golagokarnath,0.901
Chathanoor,Goluwala,0.745
Chathanoor,Gonda,0.883
Chathanoor,Gopa,0.641
Chathanoor,Gorakhpur,0.922
Chathanoor,Gowribidanoor,0.703
Chathanoor,Gudimalkapur,0.964
Chathanoor,Gurgaon,0.953
Chathanoor,Gurusarai,0.927
Chathanoor,Haatpipliya,0.867
Chathanoor,Habra,0.892
Chathanoor,Hamirpur,0.885
Chathanoor,Hamirpur(Nadaun),0.726
Chathanoor,Hanumangarh Town,0.762
Chathanoor,Hanumangarh(Urlivas),0.656
Chathanoor,Hapur,0.783
Chathanoor,Harda(F&V),0.745
Chathanoor,Hardoi,0.842
Chathanoor,Hindol,0.903
Chathanoor,Hinjilicut,0.963
Chathanoor,Indore(F&V),0.963
Chathanoor,Jabalpur(F&V),0.84
Chathanoor,Jafarganj,0.835
Chathanoor,Jagadhri,0.837
Chathanoor,Jagnair,0.876
Chathanoor,Jahangirabad,0.866
Chathanoor,Jaipur (F&V),0.854
Chathanoor,Jakhal,0.702
Chathanoor,Jalalabad,0.679
Chathanoor,Jalandhar City(Jalandhar),0.595
Chathanoor,Jalore,0.839
Chathanoor,Jalpaiguri Sadar,0.788
Chathanoor,Jasra,0.872
Chathanoor,Jasvantnagar,0.815
Chathanoor,Jaunpur,0.689
Chathanoor,Jind,0.757
Chathanoor,Jodhpur(F&V)(Paota),0.719
Chathanoor,Junnar(Narayangaon),0.949
Chathanoor,K.R. Pet,0.514
Chathanoor,Kalipur,0.9
Chathanoor,Kalmeshwar,0.752
Chathanoor,Kalwakurthy,0.957
Chathanoor,Kamakhyanagar,0.906
Chathanoor,Kamthi,0.92
Chathanoor,Kangra,0.714
Chathanoor,Kangra(Baijnath),0.715
Chathanoor,Kangra(Jaisinghpur),0.616
Chathanoor,Kota (F&V),0.702
Chathanoor,Madlauda,0.628
Chathanoor,Nagpur,0.711
Chathanoor,Neyyatinkara,0.545
Chathanoor,Nuh,0.654
Chathanoor,Petlawad,0.535
Chathanoor,Thrippunithura,0.723
Chathanoor,kalanwali,0.607
Chatta Krushak Bazar,Chengannur,0.545
Chatta Krushak Bazar,Chhachrauli,0.523
Chatta Krushak Bazar,Chhindwara(F&V),0.8
Chatta Krushak Bazar,Chickkaballapura,0.71
Chatta Krushak Bazar,Chikkamagalore,0.779
Chatta Krushak Bazar,Chintamani,0.649
Chatta Krushak Bazar,Chirgaon,0.837
Chatta Krushak Bazar,Chittorgarh,0.762
Chatta Krushak Bazar,Chitwadagaon,0.885
Chatta Krushak Bazar,Chorichora,0.797
Chatta Krushak Bazar,Churu,0.786
Chatta Krushak Bazar,Chutmalpur,0.675
Chatta Krushak Bazar,Dabwali,0.834
Chatta Krushak Bazar,Dahod(Veg. Market),0.874
Chatta Krushak Bazar,Damnagar,0.838
Chatta Krushak Bazar,Dasuya,0.665
Chatta Krushak Bazar,Davangere,0.687
Chatta Krushak Bazar,Deori,0.808
Chatta Krushak Bazar,Devariya,0.857
Chatta Krushak Bazar,Dewas(F&V),0.769
Chatta Krushak Bazar,Dhamnod,0.746
Chatta Krushak Bazar,Dhand,0.8
Chatta Krushak Bazar,Dhupguri,0.783
Chatta Krushak Bazar,Dinanagar,0.818
Chatta Krushak Bazar,Divai,0.528
Chatta Krushak Bazar,Doddaballa Pur,0.84
Chatta Krushak Bazar,Doraha,0.866
Chatta Krushak Bazar,Dudhansadhan,0.85
Chatta Krushak Bazar,Dudhi,0.612
Chatta Krushak Bazar,Durg,0.868
Chatta Krushak Bazar,Durgapur,0.875
Chatta Krushak Bazar,Etah,0.881
Chatta Krushak Bazar,Etawah,0.83
Chatta Krushak Bazar,Ettumanoor,0.805
Chatta Krushak Bazar,Falakata,0.859
Chatta Krushak Bazar,Farukh Nagar,0.822
Chatta Krushak Bazar,Fatehpur,0.876
Chatta Krushak Bazar,Fatehpur Sikri,0.889
Chatta Krushak Bazar,FerozpurZirkha(Nagina),0.859
Chatta Krushak Bazar,Firozabad,0.858
Chatta Krushak Bazar,Gadaura,0.778
Chatta Krushak Bazar,Ganaur,0.852
Chatta Krushak Bazar,Garh Shankar(Mahalpur),0.635
Chatta Krushak Bazar,Gazipur,0.876
Chatta Krushak Bazar,Gharaunda,0.847
Chatta Krushak Bazar,Ghaziabad,0.872
Chatta Krushak Bazar,Ghiraur,0.872
Chatta Krushak Bazar,Gohana,0.784
Chatta Krushak Bazar,Golagokarnath,0.899
Chatta Krushak Bazar,Goluwala,0.653
Chatta Krushak Bazar,Gonda,0.88
Chatta Krushak Bazar,Gopa,0.762
Chatta Krushak Bazar,Gorakhpur,0.858
Chatta Krushak Bazar,Gowribidanoor,0.664
Chatta Krushak Bazar,Gudimalkapur,0.888
Chatta Krushak Bazar,Gurgaon,0.825
Chatta Krushak Bazar,Gurusarai,0.81
Chatta Krushak Bazar,Haatpipliya,0.836
Chatta Krushak Bazar,Habra,0.91
Chatta Krushak Bazar,Hamirpur,0.869
Chatta Krushak Bazar,Hamirpur(Nadaun),0.767
Chatta Krushak Bazar,Hanumangarh Town,0.801
Chatta Krushak Bazar,Hanumangarh(Urlivas),0.689
Chatta Krushak Bazar,Hapur,0.8
Chatta Krushak Bazar,Harda(F&V),0.756
Chatta Krushak Bazar,Hardoi,0.838
Chatta Krushak Bazar,Hindol,0.825
Chatta Krushak Bazar,Hinjilicut,0.86
Chatta Krushak Bazar,Hoshangabad,0.539
Chatta Krushak Bazar,Indore(F&V),0.803
Chatta Krushak Bazar,Jabalpur(F&V),0.828
Chatta Krushak Bazar,Jafarganj,0.83
Chatta Krushak Bazar,Jagadhri,0.696
Chatta Krushak Bazar,Jagnair,0.793
Chatta Krushak Bazar,Jahangirabad,0.943
Chatta Krushak Bazar,Jaipur (F&V),0.759
Chatta Krushak Bazar,Jakhal,0.792
Chatta Krushak Bazar,Jalalabad,0.732
Chatta Krushak Bazar,Jalandhar City(Jalandhar),0.641
Chatta Krushak Bazar,Jalgaon,0.521
Chatta Krushak Bazar,Jalore,0.831
Chatta Krushak Bazar,Jalpaiguri Sadar,0.751
Chatta Krushak Bazar,Jasra,0.84
Chatta Krushak Bazar,Jasvantnagar,0.856
Chatta Krushak Bazar,Jaunpur,0.691
Chatta Krushak Bazar,Jind,0.776
Chatta Krushak Bazar,Jodhpur(F&V)(Paota),0.745
Chatta Krushak Bazar,Junnar(Narayangaon),0.893
Chatta Krushak Bazar,K.R. Pet,0.592
Chatta Krushak Bazar,Kalipur,0.892
Chatta Krushak Bazar,Kalmeshwar,0.767
Chatta Krushak Bazar,Kalwakurthy,0.878
Chatta Krushak Bazar,Kamakhyanagar,0.76
Chatta Krushak Bazar,Kamthi,0.714
Chatta Krushak Bazar,Kangra(Baijnath),0.826
Chatta Krushak Bazar,Kangra(Jaisinghpur),0.599
Chatta Krushak Bazar,kalanwali,0.605
Chengannur,Chhachrauli,0.643
Chengannur,Chhindwara(F&V),0.729
Chengannur,Chickkaballapura,0.825
Chengannur,Chikkamagalore,0.75
Chengannur,Chintamani,0.834
Chengannur,Chirgaon,0.752
Chengannur,Chittorgarh,0.559
Chengannur,Chitwadagaon,0.722
Chengannur,Chorichora,0.639
Chengannur,Churu,0.611
Chengannur,Dabwali,0.596
Chengannur,Dahod(Veg. Market),0.57
Chengannur,Damnagar,0.79
Chengannur,Dasuya,0.675
Chengannur,Davangere,0.858
Chengannur,Deori,0.554
Chengannur,Devariya,0.703
Chengannur,Dewas(F&V),0.721
Chengannur,Dhamnod,0.738
Chengannur,Dhand,0.574
Chengannur,Dhupguri,0.742
Chengannur,Doddaballa Pur,0.737
Chengannur,Doraha,0.688
Chengannur,Dudhansadhan,0.585
Chengannur,Durg,0.766
Chengannur,Durgapur,0.633
Chengannur,Etah,0.759
Chengannur,Etawah,0.705
Chengannur,Ettumanoor,0.776
Chengannur,Falakata,0.713
Chengannur,Farukh Nagar,0.73
Chengannur,Fatehpur,0.713
Chengannur,Fatehpur Sikri,0.709
Chengannur,FerozpurZirkha(Nagina),0.702
Chengannur,Firozabad,0.683
Chengannur,Gadaura,0.538
Chengannur,Ganaur,0.61
Chengannur,Gazipur,0.675
Chengannur,Gharaunda,0.645
Chengannur,Ghaziabad,0.703
Chengannur,Ghiraur,0.714
Chengannur,Gohana,0.651
Chengannur,Golagokarnath,0.713
Chengannur,Goluwala,0.659
Chengannur,Gonda,0.705
Chengannur,Gorakhpur,0.721
Chengannur,Gowribidanoor,0.662
Chengannur,Gudimalkapur,0.77
Chengannur,Gurgaon,0.777
Chengannur,Gurusarai,0.782
Chengannur,Haatpipliya,0.706
Chengannur,Habra,0.619
Chengannur,Hamirpur,0.646
Chengannur,Hamirpur(Nadaun),0.572
Chengannur,Hanumangarh Town,0.601
Chengannur,Hanumangarh(Urlivas),0.552
Chengannur,Hapur,0.636
Chengannur,Harda(F&V),0.623
Chengannur,Hardoi,0.68
Chengannur,Hindol,0.716
Chengannur,Hinjilicut,0.712
Chengannur,Indore(F&V),0.755
Chengannur,Jabalpur(F&V),0.663
Chengannur,Jafarganj,0.698
Chengannur,Jagadhri,0.692
Chengannur,Jagnair,0.757
Chengannur,Jahangirabad,0.613
Chengannur,Jaipur (F&V),0.655
Chengannur,Jakhal,0.521
Chengannur,Jalore,0.698
Chengannur,Jalpaiguri Sadar,0.672
Chengannur,Jasra,0.673
Chengannur,Jasvantnagar,0.64
Chengannur,Jind,0.604
Chengannur,Jodhpur(F&V)(Paota),0.616
Chengannur,Junnar(Narayangaon),0.71
Chengannur,Kalipur,0.717
Chengannur,Kalmeshwar,0.633
Chengannur,Kalwakurthy,0.775
Chengannur,Kamakhyanagar,0.797
Chengannur,Kamthi,0.842
Chengannur,Kangra,0.776
Chengannur,Kangra(Baijnath),0.507
Chengannur,Kangra(Jaisinghpur),0.521
Chengannur,Kipheri,0.501
Chengannur,Kota (F&V),0.745
Chengannur,Madlauda,0.635
Chengannur,Nagpur,0.772
Chengannur,Neyyatinkara,0.532
Chengannur,Nuh,0.688
Chengannur,Petlawad,0.547
Chengannur,Thrippunithura,0.784
Chengannur,kalanwali,0.51
